from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
calculate provisional charges,start decision phase extension granted,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
calculate provisional charges,no permit needed or only notification needed,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
calculate provisional charges,OLO messaging active,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
calculate provisional charges,subcases completeness completed,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
calculate provisional charges,submit decision,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
enter senddate decision permanent suspension,read publication date field,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
enter senddate decision permanent suspension,phase permanently suspended,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
enter senddate decision permanent suspension,close case,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
calculate provisional charges,procedure change,0,2,0.0,5.3,5.133,2.36,0.0,True,learned_prefer
enter senddate decision procedure term extension,send procedure confirmation,0,3,0.0,5.7,5.095,2.349,0.0,True,learned_prefer
set decision phase inspection of decision permitting,phase decision ready,0,3,0.0,5.7,5.095,2.349,0.0,True,learned_prefer
enter senddate decision procedure term extension,enter senddate decision environmental permit,0,3,0.0,5.7,5.095,2.349,0.0,True,learned_prefer
set decision phase inspection of decision permitting,create publication document,0,3,0.0,5.7,5.095,2.349,0.0,True,learned_prefer
set decision phase inspection of decision permitting,appeal and preliminary injunction in system,0,3,0.0,5.7,5.095,2.349,0.0,True,learned_prefer
set decision phase inspection of decision permitting,set decision phase: draft decision for inspection,0,3,0.0,5.7,5.095,2.349,0.0,True,learned_prefer
set decision phase inspection of decision permitting,phase draft decision ready,0,3,0.0,5.7,5.095,2.349,0.0,True,learned_prefer
enter senddate decision procedure term extension,register receipt updated plan,0,3,0.0,5.7,5.095,2.349,0.0,True,learned_prefer
resume completeness subcases,received OLO documents,0,5,0.0,6.0,5.061,2.339,0.0,True,learned_prefer
regular procedure without MER,set decision status,0,6,0.0,6.1,5.051,2.337,0.0,True,learned_prefer
regular procedure without MER,applicant is stakeholder,0,6,0.0,6.1,5.051,2.337,0.0,True,learned_prefer
phase draft decision ready,enter date draft decisionenvironmental permit,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phase draft decision ready,phase application received,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phase draft decision ready,send design decision to stakeholders,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phase draft decision ready,phase decision taken,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phased application,create procedure confirmation,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
phased application,inform BAG administrator,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
phased application,registrer date of publishing received request,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
message terminate request,inform BAG administrator,0,1,0.0,4.5,5.0,2.322,0.0,True,learned_prefer
phase draft decision ready,subcases completeness completed,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phased application,no permit needed or only notification needed,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
phased application,OLO messaging active,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
close case,enter senddate decision,0,4,0.0,6.0,5.0,2.322,0.0,True,learned_prefer
phase draft decision ready,set decision phase: draft decision permitted sent,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phase draft decision ready,read publication date field,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phase draft decision ready,registration date publication,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phased application,enter senddate procedure confirmation,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
MER present,send confirmation receipt,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
set decision phase: draft decision permitted sent,set decision status,0,3,0.0,5.8,5.0,2.322,0.0,True,learned_prefer
set decision phase: draft decision permitted sent,set decision phase: draft decision for inspection,0,3,0.0,5.8,5.0,2.322,0.0,True,learned_prefer
message terminate request,phase archived case,0,1,0.0,4.5,5.0,2.322,0.0,True,learned_prefer
phase draft decision ready,set decision status,0,2,0.0,2.3,5.0,2.322,0.0,True,learned_prefer
phased application,read field phased application,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
enter senddate confirmation request,send procedure confirmation,0,1,0.0,4.5,5.0,2.322,0.0,True,learned_prefer
set decision phase: draft decision permitted sent,date draft decision for inspection,0,3,0.0,5.8,5.0,2.322,0.0,True,learned_prefer
enter senddate confirmation request,registrer date of publishing received request,0,1,0.0,4.5,5.0,2.322,0.0,True,learned_prefer
enter senddate confirmation request,terminate on request,0,1,0.0,4.5,5.0,2.322,0.0,True,learned_prefer
date continuation term to decision,enter senddate decision environmental permit,0,1,0.0,4.5,5.0,2.322,0.0,True,learned_prefer
enter senddate confirmation request,register deadline,0,1,0.0,4.5,5.0,2.322,0.0,True,learned_prefer
MER present,phased application,0,2,0.0,5.4,5.0,2.322,0.0,True,learned_prefer
set decision phase: draft decision permitted sent,enter date advice on treatment of environmental permit,0,3,0.0,5.8,5.0,2.322,0.0,True,learned_prefer
registrer date of publishing received request,forward to the competent authority,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
registrer date of publishing received request,activities regular procedure,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
registrer date of publishing received request,retrieve missing data,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
registrer date of publishing received request,terminate on request,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
registrer date of publishing received request,send procedure confirmation,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
registrer date of publishing received request,perspective on draft decision environmental permit received,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
registrer date of publishing received request,enter senddate suspension by competent authority,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
registrer date of publishing received request,create decision terminate on request,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
registrer date of publishing received request,detailed procedure applies,0,3,0.0,2.5,4.959,2.31,0.0,True,learned_prefer
suspension ground applicable,completed subcases content,0,6,0.0,6.2,4.949,2.307,0.0,True,learned_prefer
date decision for inspection,received OLO documents,0,3,0.0,5.9,4.905,2.294,0.0,True,learned_prefer
date decision for inspection,date draft decision for inspection,0,3,0.0,5.9,4.905,2.294,0.0,True,learned_prefer
date decision for inspection,set decision phase: draft decision for inspection,0,3,0.0,5.9,4.905,2.294,0.0,True,learned_prefer
date decision for inspection,enter senddate decision environmental permit,0,3,0.0,5.9,4.905,2.294,0.0,True,learned_prefer
date decision for inspection,OLO messaging active,0,3,0.0,5.9,4.905,2.294,0.0,True,learned_prefer
creating decision permanently suspended,close case,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
coordination of application,set decision status,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
enter senddate decision environmental permit,enter senddate procedure confirmation,0,7,0.0,3.8,4.867,2.283,0.0,True,learned_prefer
coordination of application,create continuation letter,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
coordination of application,creating cover letter decision,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
coordination of application,treat subcase perspective,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
coordination of application,suspension ground applicable,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
creating decision permanently suspended,stop procedure after permanent suspension,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
creating decision permanently suspended,phase additional information received,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
creating decision permanently suspended,enter date decision permanent suspension,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
creating decision permanently suspended,register deadline,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
creating decision permanently suspended,read publication date field,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
creating decision permanently suspended,create cover letter permanent suspension,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
creating decision permanently suspended,set decision status,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
creating decision permanently suspended,start decision phase permanently suspended decided,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
coordination of application,no permit needed or only notification needed,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
coordination of application,submit decision,0,2,0.0,5.6,4.867,2.283,0.0,True,learned_prefer
send design decision to stakeholders,register submission date request,0,4,0.0,6.2,4.852,2.279,0.0,True,learned_prefer
send design decision to stakeholders,set decision phase inspection of decision permitting,0,4,0.0,6.2,4.852,2.279,0.0,True,learned_prefer
request for preliminary injunction received,treat subcase preliminary injunction,72,6,100.0,19.4,4.846,2.277,-0.086,True,learned_prefer
enrich draft decision,generate draft decision environmental permit,0,3,0.0,6.0,4.81,2.266,0.0,True,learned_prefer
enrich draft decision,phase draft decision made,0,3,0.0,6.0,4.81,2.266,0.0,True,learned_prefer
enrich draft decision,submit draft decision,0,3,0.0,6.0,4.81,2.266,0.0,True,learned_prefer
enrich draft decision,request complete,0,3,0.0,6.0,4.81,2.266,0.0,True,learned_prefer
enrich draft decision,phase draft decision ready,0,3,0.0,6.0,4.81,2.266,0.0,True,learned_prefer
enrich draft decision,create subcases completeness,0,3,0.0,6.0,4.81,2.266,0.0,True,learned_prefer
subcases completeness completed,decision keep permanently suspended,0,4,0.0,2.1,4.802,2.264,0.0,True,learned_prefer
subcases completeness completed,generating decision environmental permit,0,4,0.0,2.1,4.802,2.264,0.0,True,learned_prefer
subcases completeness completed,send letter in progress,0,4,0.0,2.1,4.802,2.264,0.0,True,learned_prefer
subcases completeness completed,phase draft decision ready,0,4,0.0,2.1,4.802,2.264,0.0,True,learned_prefer
subcases completeness completed,receive additional information,0,4,0.0,2.1,4.802,2.264,0.0,True,learned_prefer
subcases completeness completed,article 34  WABO applies,0,4,0.0,2.1,4.802,2.264,0.0,True,learned_prefer
subcases completeness completed,phase advice known,0,4,0.0,2.1,4.802,2.264,0.0,True,learned_prefer
phase case handled,set decision status,0,4,0.0,6.2,4.778,2.256,0.0,True,learned_prefer
send confirmation receipt additional data,submit decision,0,4,0.0,6.2,4.778,2.256,0.0,True,learned_prefer
suspend term,message terminate request,0,4,0.0,3.7,4.778,2.256,0.0,True,learned_prefer
suspend term,subcases completeness completed,0,4,0.0,3.7,4.778,2.256,0.0,True,learned_prefer
send confirmation receipt additional data,objection to permanent suspension received,0,4,0.0,6.2,4.778,2.256,0.0,True,learned_prefer
suspend term,register date environmental permit decision,0,4,0.0,3.7,4.778,2.256,0.0,True,learned_prefer
phase activity no permit required,record date of decision no permit required,0,1,0.0,4.8,4.778,2.256,0.0,True,learned_prefer
phase activity no permit required,phase archived case,0,1,0.0,4.8,4.778,2.256,0.0,True,learned_prefer
suspend term,create subcases completeness,0,4,0.0,3.7,4.778,2.256,0.0,True,learned_prefer
suspend term,MER present in supplement,0,4,0.0,3.7,4.778,2.256,0.0,True,learned_prefer
phase activity no permit required,creating cover letter no permit required,0,1,0.0,4.8,4.778,2.256,0.0,True,learned_prefer
phase activity no permit required,enter senddate letter no permit required,0,1,0.0,4.8,4.778,2.256,0.0,True,learned_prefer
receive additional information,decision keep permanently suspended,1,5,16.7,4.4,4.762,2.252,-0.061,True,learned_prefer
generate draft decision environmental permit,phase advice known,0,5,0.0,6.4,4.758,2.25,0.0,True,learned_prefer
final VVGB applications,creating environmental permit decision,0,2,0.0,5.7,4.733,2.243,0.0,True,learned_prefer
final VVGB applications,subcase final VVGB completed,0,2,0.0,5.7,4.733,2.243,0.0,True,learned_prefer
final VVGB applications,calculate provisional charges,0,2,0.0,5.7,4.733,2.243,0.0,True,learned_prefer
final VVGB applications,suspension ground applicable,0,2,0.0,5.7,4.733,2.243,0.0,True,learned_prefer
subcase art. 33 WABO completed,treat subcase suspension art. 35 WABO,0,3,0.0,6.1,4.714,2.237,0.0,True,learned_prefer
subcase art. 33 WABO completed,set decision status,0,3,0.0,6.1,4.714,2.237,0.0,True,learned_prefer
subcase art. 33 WABO completed,enter senddate decision suspension,0,3,0.0,6.1,4.714,2.237,0.0,True,learned_prefer
subcase art. 33 WABO completed,treat subcases content,0,3,0.0,6.1,4.714,2.237,0.0,True,learned_prefer
subcase art. 33 WABO completed,subcases completeness completed,0,3,0.0,6.1,4.714,2.237,0.0,True,learned_prefer
subcase art. 33 WABO completed,treat subcase suspension art. 33 WABO,0,3,0.0,6.1,4.714,2.237,0.0,True,learned_prefer
phase draft decision made,subcase perspective complete,0,5,0.0,6.5,4.697,2.232,0.0,True,learned_prefer
enter date advice on treatment of environmental permit,entering senddate draft decision environmental permit,4,3,14.3,2.9,4.669,2.223,-0.013,True,learned_prefer
send confirmation receipt,creating environmental permit decision,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,create publication document,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,request complete,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,send letter in progress,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,send procedure confirmation,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,treat subcases content,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,start WABOprocedure,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,set decision phase suspension sent,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,start decision phase extension granted,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,phase asked additional information,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,registration date publication,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,phase updated plan received,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,phase case handled,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,generating decision environmental permit,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,create decision no permit required,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,enter senddate decision permanent suspension,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,decision date prior to decision,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,date draft decision for inspection,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,enter senddate decision suspension,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,treat subcases completeness,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,phase decision taken,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,phase updated plan requested,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,publish,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,read field phased application,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,phase advice known,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,message terminate request,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,enter senddate acknowledgement,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,enter senddate decision,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,grounds for refusal,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
send confirmation receipt,enter date request received,0,1,0.0,0.5,4.654,2.219,0.0,True,learned_prefer
phase asked additional information,set decision status,0,4,0.0,3.8,4.644,2.216,0.0,True,learned_prefer
phase asked additional information,create draft environtmental permit,0,4,0.0,3.8,4.644,2.216,0.0,True,learned_prefer
phase asked additional information,enter senddate retrieve missing data,0,4,0.0,3.8,4.644,2.216,0.0,True,learned_prefer
phase asked additional information,phase advice known,0,4,0.0,3.8,4.644,2.216,0.0,True,learned_prefer
phase asked additional information,enter date draft decisionenvironmental permit,0,4,0.0,3.8,4.644,2.216,0.0,True,learned_prefer
phase asked additional information,phase application received,0,4,0.0,3.8,4.644,2.216,0.0,True,learned_prefer
entering senddate draft decision environmental permit,phase draft decision made,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,publication date draft decision,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,request complete,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,OLO messaging active,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,suspension ground applicable,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,dismiss under mandate,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,procedure change,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,register date environmental permit decision,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,enter senddate procedure confirmation,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
activities regular procedure,start WABOprocedure,0,6,0.0,6.7,4.641,2.214,0.0,True,learned_prefer
entering senddate draft decision environmental permit,open draft decision for inspection,0,1,0.0,1.1,4.641,2.214,0.0,True,learned_prefer
WAW permit aspect,WAW request permanently suspended,0,5,0.0,6.6,4.636,2.213,0.0,True,learned_prefer
register date environmental permit decision,applicant is stakeholder,0,6,0.0,4.0,4.631,2.211,0.0,True,learned_prefer
register date environmental permit decision,register deadline,0,6,0.0,4.0,4.631,2.211,0.0,True,learned_prefer
creating decision procedure term extension,register number of days extension period,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
enter senddate procedure term extension,create subcases completeness,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
enter senddate procedure term extension,phase asked additional information,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
MER present in supplement,subcases completeness completed,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
creating decision procedure term extension,phase updated plan requested,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
creating decision procedure term extension,enter senddate retrieve missing data,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
MER present in supplement,send confirmation receipt additional data,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
MER present in supplement,request complete,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
enter senddate procedure term extension,reason for suspension found,0,3,0.0,6.2,4.619,2.208,0.0,True,learned_prefer
phase archived case,stop all running subcases 2b,0,5,0.0,6.7,4.576,2.194,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,subcases completeness completed,0,5,0.0,6.7,4.576,2.194,0.0,True,learned_prefer
phase archived case,transcript decision environmental permit to stakeholders,0,5,0.0,6.7,4.576,2.194,0.0,True,learned_prefer
create continuation letter,phase procedure term resumed,0,1,0.0,5.0,4.556,2.188,0.0,True,learned_prefer
enter date termination request received,register date decision terminate on request,0,4,0.0,6.6,4.556,2.188,0.0,True,learned_prefer
enter senddate letter no permit required,generating decision no permit required,0,1,0.0,5.0,4.556,2.188,0.0,True,learned_prefer
enter senddate letter no permit required,record date of decision no permit required,0,1,0.0,5.0,4.556,2.188,0.0,True,learned_prefer
enter senddate letter no permit required,set decision phase unlicensed irrevocable,0,1,0.0,5.0,4.556,2.188,0.0,True,learned_prefer
enter date termination request received,create decision terminate on request,0,4,0.0,6.6,4.556,2.188,0.0,True,learned_prefer
send letter in progress,start WABOprocedure,0,6,0.0,6.8,4.538,2.182,0.0,True,learned_prefer
enter publication date draft decision,enter date advice on treatment of environmental permit,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
enter publication date draft decision,enter senddate decision environmental permit,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
generate publication document decision environmental permit,enter senddate retrieve missing data,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
generate publication document decision environmental permit,creating environmental permit decision,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
enter publication date draft decision,set decision phase: draft decision permitted sent,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
enter publication date draft decision,create decision procedure term extension,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
generate publication document decision environmental permit,generating decision environmental permit,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
generate publication document decision environmental permit,phase decision ready,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
generate publication document decision environmental permit,read publication date field,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
request updated plan,generate publication document decision environmental permit,0,1,0.0,2.1,4.524,2.178,0.0,True,learned_prefer
request updated plan,registration date publication,0,1,0.0,2.1,4.524,2.178,0.0,True,learned_prefer
request updated plan,continuation term to decision,0,1,0.0,2.1,4.524,2.178,0.0,True,learned_prefer
generate publication document decision environmental permit,continue or abort mutation BAG objects,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
enter publication date draft decision,phase concept draft decision ready,0,3,0.0,6.4,4.524,2.178,0.0,True,learned_prefer
request updated plan,enter senddate updated plan,0,1,0.0,2.1,4.524,2.178,0.0,True,learned_prefer
procedure change after completeness,start WABOprocedure,0,6,0.0,6.9,4.487,2.166,0.0,True,learned_prefer
procedure change after completeness,create procedure confirmation,0,6,0.0,6.9,4.487,2.166,0.0,True,learned_prefer
start decision phase extension granted,term for submitting updated plan,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,set decision status,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,treat subcases completeness,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,phase additional information received,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,grounds for refusal,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,creating decision procedure term extension,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,creating environmental permit decision,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,enter senddate updated plan,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,updated plan received,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,phase asked additional information,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
article 34  WABO applies,completed subcases content,0,4,0.0,6.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,create decision procedure term extension,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,phase procedure extended,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,register suspension by competent authority,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,completed subcases content,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,register number of days extension period,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
start decision phase extension granted,terminate on request,0,1,0.0,1.7,4.481,2.164,0.0,True,learned_prefer
publication date draft decision,enter senddate decision environmental permit,0,2,0.0,6.1,4.467,2.159,0.0,True,learned_prefer
publication date draft decision,enter date termination request received,0,2,0.0,6.1,4.467,2.159,0.0,True,learned_prefer
treat subcase perspective,phase perspective submitted,10,3,50.0,10.0,4.463,2.158,-0.117,True,learned_prefer
create publication document,phase asked additional information,0,5,0.0,2.9,4.429,2.147,0.0,True,learned_prefer
create subcases content,phase advice known,0,3,0.0,6.5,4.429,2.147,0.0,True,learned_prefer
create subcases content,request complete,0,3,0.0,6.5,4.429,2.147,0.0,True,learned_prefer
create subcases content,start WABOprocedure,0,3,0.0,6.5,4.429,2.147,0.0,True,learned_prefer
create subcases content,no permit needed or only notification needed,0,3,0.0,6.5,4.429,2.147,0.0,True,learned_prefer
create subcases content,phase application receptive,0,3,0.0,6.5,4.429,2.147,0.0,True,learned_prefer
regular procedure without MER,register date environmental permit decision,0,7,0.0,7.1,4.378,2.13,0.0,True,learned_prefer
applicant is stakeholder,investigate BAG objects,0,8,0.0,7.2,4.373,2.128,0.0,True,learned_prefer
submit draft decision,forward to the competent authority,0,3,0.0,3.9,4.371,2.128,0.0,True,learned_prefer
submit draft decision,completed subcases content,0,3,0.0,3.9,4.371,2.128,0.0,True,learned_prefer
submit draft decision,assessment of content completed,0,3,0.0,3.9,4.371,2.128,0.0,True,learned_prefer
submit draft decision,create draft environtmental permit,0,3,0.0,3.9,4.371,2.128,0.0,True,learned_prefer
submit draft decision,open draft decision for inspection,0,3,0.0,3.9,4.371,2.128,0.0,True,learned_prefer
submit draft decision,enter date draft decisionenvironmental permit,0,3,0.0,3.9,4.371,2.128,0.0,True,learned_prefer
submit draft decision,procedure change,0,3,0.0,3.9,4.371,2.128,0.0,True,learned_prefer
submit draft decision,enrich draft decision,0,3,0.0,3.9,4.371,2.128,0.0,True,learned_prefer
phase draft decision sent,phase draft decision ready,2,3,50.0,11.1,4.365,2.126,-0.109,True,learned_prefer
open draft decision for inspection,term for supplying missing data,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
open draft decision for inspection,suspension ground applicable,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
request further information,enter senddate information request,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase permanently suspended,subcases completeness completed,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,decision date prior to decision,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,create publication document,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
phase permanently suspended,stop all running subcases 2b,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
request further information,extend procedure term,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase permanently suspended,read publication date field,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase permanently suspended,phase archived case,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase permanently suspended,retrieve missing data,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
open draft decision for inspection,by law,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,phase advice known,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,enter senddate decision suspension,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
register number of days extension period,enter date decision procedure term extension,0,5,0.0,7.0,4.333,2.115,0.0,True,learned_prefer
register number of days extension period,create suspension competent authority,0,5,0.0,7.0,4.333,2.115,0.0,True,learned_prefer
open draft decision for inspection,publish official draft decision,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
open draft decision for inspection,generate draft decision environmental permit,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
open draft decision for inspection,phase draft decision made,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase updated plan requested,send confirmation receipt,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,retrieve missing data,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,send confirmation receipt,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,set decision phase suspension sent,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
